IP: 37.111.207.38
  [21636] OpenConsole.exe
  [11240] powershell.exe
  [9076] SearchProtocolHost.exe
  [21388] ShellHost.exe
  [3280] setup.exe
  [17404] WmiPrvSE.exe
  [16032] svchost.exe
  [2160] svchost.exe
  [19164] chrome.exe
  [1064] cQ8jLC.exe
  [6540] dllhost.exe
  [5780] svchost.exe
  [18728] rviIgq4Q.exe
  [13940] taskmanager.exe
[Software]
  Bang & Olufsen Audio
  Mozilla Maintenance Service
  Microsoft Office LTSC Professional Plus 2024 - en-us
  WinRAR 5.20 (64-bit)
  Windows PC Health Check
  Update for Windows 10 for x64-based Systems (KB5001716)
  Office 16 Click-to-Run Licensing Component
  Office 16 Click-to-Run Extensibility Component
  ESET Security
  Microsoft Teams Meeting Add-in for Microsoft Office
